I0402 06:57:55.454413       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:00:45.641545       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:00:45.641707       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:01:15.641730       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:01:15.641892       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:01:45.641890       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:01:45.641988       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:02:15.642138       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:02:15.642279       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:02:45.642272       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:02:45.642374       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:03:15.642498       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:03:15.642647       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:03:45.642876       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:03:45.643009       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:04:15.642911       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:04:15.643039       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:04:45.643172       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:04:45.643324       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:05:15.643204       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:05:15.643415       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:05:45.643334       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:05:45.643495       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:06:15.643577       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:06:15.643684       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:06:45.643820       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:06:45.643948       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:07:15.644013       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:07:15.644219       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported
E0402 07:07:45.644218       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: : Unsupported value: "null": value of "storageSize" format not supported
I0402 07:07:45.644335       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"2d02ab3e-5b54-40f5-830a-03aa56af93c8", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3482", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' : Unsupported value: "null": value of "storageSize" format not supported

