I0402 12:39:25.129680       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:39:43.218592       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:39:43.218774       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:40:13.219035       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:40:13.219166       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:40:43.219321       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:40:43.219422       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:41:13.219676       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:41:13.219802       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:41:43.219867       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:41:43.219997       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:42:13.220088       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:42:13.220199       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:42:43.220244       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:42:43.220366       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:43:13.220324       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:43:13.220463       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:43:43.220448       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:43:43.220610       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:44:13.221002       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:44:13.221267       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:44:43.220997       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:44:43.221101       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:45:13.221218       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:45:13.221358       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:45:43.221425       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:45:43.221511       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:46:13.221638       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:46:13.221741       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:46:43.221717       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:46:43.221884       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:47:13.221958       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:47:13.222059       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:47:43.222212       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:47:43.222322       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:48:13.222225       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:48:13.222387       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:48:43.222307       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:48:43.222446       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 12:49:13.222577       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 12:49:13.222665       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0026fd66-8db5-4c1f-8f95-02de12885ade", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3701", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image

