I0402 10:59:27.389321       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 10:59:36.317740       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 10:59:36.317845       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:00:06.318031       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:00:06.318188       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:00:36.318180       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:00:36.318301       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:01:06.318385       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:01:06.318523       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:01:36.318672       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:01:36.318873       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:02:06.318902       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:02:06.319030       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:02:36.319054       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:02:36.319130       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:03:06.319124       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:03:06.319293       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:03:36.319312       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:03:36.319419       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:04:06.319655       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:04:06.319749       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:04:36.319761       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:04:36.319836       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:05:06.319949       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:05:06.320234       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:05:36.320226       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:05:36.320321       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:06:06.320580       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:06:06.320716       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:06:36.320540       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:06:36.320608       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:07:06.320894       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:07:06.321093       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:07:36.320896       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:07:36.320983       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:08:06.321139       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:08:06.321265       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:08:36.321260       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:08:36.321377       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
E0402 11:09:06.321338       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported
I0402 11:09:06.321444       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"9713a564-6b0d-4f7f-8b95-3fbc9b20e8a5", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5517", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.resourceFieldRef: Invalid value: "": resourceFieldRef is not supported

