I0402 07:33:09.954281       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 07:33:09.974632       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:10.108471       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 07:33:10.108518       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:10.120156       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 07:33:10.139856       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:11.307204       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:11.308133       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:11.308160       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:11.352164       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:12.508068       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:12.508896       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:12.508923       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:12.562509       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:13.707020       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:13.707492       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:13.707511       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:18.314090       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:18.315179       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:18.315211       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:41.869131       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:41.870162       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:41.888123       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:41.888175       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:33:42.230351       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:42.230923       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:42.272436       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 07:33:42.272487       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:33:43.429743       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:43.430922       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:43.431119       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:33:44.628906       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:44.629748       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:44.629905       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:33:47.563765       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:47.564590       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:47.564742       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:33:48.321442       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:33:48.322202       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:33:48.322349       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:34:03.704316       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:34:03.705113       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:34:03.705254       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:34:18.318912       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:34:18.319499       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:34:18.319614       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:34:48.326169       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:34:48.327145       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:34:48.327332       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:35:07.843294       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:35:07.843930       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:35:07.844061       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:35:18.315295       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:35:18.316034       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:35:18.316182       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:35:48.320262       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:35:48.321646       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:35:48.322362       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:36:18.298195       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:36:18.298990       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:36:18.299147       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:36:47.984682       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:36:47.985566       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:36:47.985783       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:36:48.342352       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:36:48.343538       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:36:48.343720       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:37:18.310520       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:37:18.311238       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:37:18.311354       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:37:48.315522       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:37:48.316343       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:37:48.316502       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:38:18.324150       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:38:18.324929       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:38:18.325091       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:38:28.118415       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:38:28.119167       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:38:28.119271       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:38:48.326436       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:38:48.327440       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:38:48.327586       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:39:18.328107       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:39:18.328960       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:39:18.329102       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:39:48.310161       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:39:48.311029       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:39:48.311171       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:40:08.247309       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:40:08.248034       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:40:08.248180       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:40:18.309688       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:40:18.310658       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:40:18.310957       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:40:48.325955       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:40:48.327236       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:40:48.328175       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:41:18.303197       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:41:18.304100       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:41:18.304257       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:41:48.318076       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:41:48.319340       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:41:48.319530       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:41:48.676937       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:41:48.677808       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:41:48.677983       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:42:18.332168       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:42:18.332968       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:42:18.333138       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 07:42:48.319161       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 07:42:48.319950       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 07:42:48.320102       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing

