I0402 11:13:59.958469       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:14:00.303242       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 11:14:00.303270       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:00.312508       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 11:14:00.359189       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:14:01.504628       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:01.505937       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:01.505972       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:01.560400       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:14:02.705173       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:02.706646       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:02.706858       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:02.751600       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:14:03.902162       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:03.902569       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:03.902585       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:05.104437       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:05.105918       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:05.105956       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:27.484462       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:27.485401       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:27.485440       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:35.774814       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:35.775609       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:14:35.801393       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 11:14:35.801436       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 11:14:35.904969       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:14:35.907439       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
