2023-03-31T17:14:34.084Z	INFO	setup	watch namespace configured	{"namespace": ""}
2023-03-31T17:14:34.378Z	INFO	controller-runtime.metrics	metrics server is starting to listen	{"addr": "127.0.0.1:8080"}
2023-03-31T17:14:34.379Z	INFO	controller-runtime.builder	Registering a mutating webhook	{"GVK": "cassandra.datastax.com/v1beta1, Kind=CassandraDatacenter", "path": "/mutate-cassandra-datastax-com-v1beta1-cassandradatacenter"}
2023-03-31T17:14:34.379Z	INFO	controller-runtime.webhook	registering webhook	{"path": "/mutate-cassandra-datastax-com-v1beta1-cassandradatacenter"}
2023-03-31T17:14:34.379Z	INFO	controller-runtime.builder	Registering a validating webhook	{"GVK": "cassandra.datastax.com/v1beta1, Kind=CassandraDatacenter", "path": "/validate-cassandra-datastax-com-v1beta1-cassandradatacenter"}
2023-03-31T17:14:34.379Z	INFO	controller-runtime.webhook	registering webhook	{"path": "/validate-cassandra-datastax-com-v1beta1-cassandradatacenter"}
2023-03-31T17:14:34.379Z	INFO	setup	starting manager
I0331 17:14:34.379787       1 leaderelection.go:248] attempting to acquire leader lease cass-operator/b569adb7.cassandra.datastax.com...
2023-03-31T17:14:34.380Z	INFO	controller-runtime.webhook.webhooks	starting webhook server
2023-03-31T17:14:34.380Z	INFO	starting metrics server	{"path": "/metrics"}
2023-03-31T17:14:34.380Z	INFO	controller-runtime.certwatcher	Updated current TLS certificate
2023-03-31T17:14:34.380Z	INFO	controller-runtime.webhook	serving webhook server	{"host": "", "port": 9443}
2023-03-31T17:14:34.380Z	INFO	controller-runtime.certwatcher	Starting certificate watcher
I0331 17:15:03.572537       1 leaderelection.go:258] successfully acquired lease cass-operator/b569adb7.cassandra.datastax.com
2023-03-31T17:15:03.572Z	DEBUG	events	Normal	{"object": {"kind":"ConfigMap","namespace":"cass-operator","name":"b569adb7.cassandra.datastax.com","uid":"c2040f62-c142-4d35-836a-e451174d0036","apiVersion":"v1","resourceVersion":"1345"}, "reason": "LeaderElection", "message": "cass-operator-controller-manager-8467c6fbb-pm5v9_38db1ae1-7b46-4f3e-addd-2c203417b0ef became leader"}
2023-03-31T17:15:03.572Z	DEBUG	events	Normal	{"object": {"kind":"Lease","namespace":"cass-operator","name":"b569adb7.cassandra.datastax.com","uid":"42bb7801-56bb-41e5-93ce-8d84091d38ef","apiVersion":"coordination.k8s.io/v1","resourceVersion":"1346"}, "reason": "LeaderElection", "message": "cass-operator-controller-manager-8467c6fbb-pm5v9_38db1ae1-7b46-4f3e-addd-2c203417b0ef became leader"}
2023-03-31T17:15:03.572Z	INFO	controller.cassandratask	Starting EventSource	{"reconciler group": "control.k8ssandra.io", "reconciler kind": "CassandraTask", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.572Z	INFO	controller.cassandratask	Starting Controller	{"reconciler group": "control.k8ssandra.io", "reconciler kind": "CassandraTask"}
2023-03-31T17:15:03.572Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting EventSource	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "source": "kind source: /, Kind="}
2023-03-31T17:15:03.573Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting Controller	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter"}
2023-03-31T17:15:03.575Z	INFO	KubeAPIWarningLogger	policy/v1beta1 PodDisruptionBudget is deprecated in v1.21+, unavailable in v1.25+; use policy/v1 PodDisruptionBudget
2023-03-31T17:15:03.777Z	INFO	controller.cassandratask	Starting workers	{"reconciler group": "control.k8ssandra.io", "reconciler kind": "CassandraTask", "worker count": 1}
2023-03-31T17:15:03.777Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	Starting workers	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "worker count": 1}
2023-03-31T17:15:03.777Z	INFO	controllers.CassandraDatacenter	======== handler::Reconcile has been called	{"cassandradatacenter": "cass-operator/test-cluster", "requestNamespace": "cass-operator", "requestName": "test-cluster", "loopID": "d91c0ba1-f62e-4a65-ac08-d91cefcf3891"}
2023-03-31T17:15:03.777Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	handler::CreateReconciliationContext	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	handler::calculateReconciliationActions	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_services::ReconcileHeadlessServices	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_endpoints::CheckAdditionalSeedEndpoints	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_racks::calculateRackInformation	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconciliationContext::reconcileAllRacks	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:03.778Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_racks::listPods	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:04.178Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_racks::CheckConfigSecret	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
2023-03-31T17:15:04.178Z	INFO	controllers.CassandraDatacenter.cassandradatacenter_controller.controller.cassandradatacenter-controller	reconcile_racks::CheckRackCreation	{"reconciler group": "cassandra.datastax.com", "reconciler kind": "CassandraDatacenter", "name": "test-cluster", "namespace": "cass-operator", "namespace": "cass-operator", "datacenterName": "test-cluster", "clusterName": "cluster1"}
