NewBuilder,4
Namespaced,1
WithAutomountServiceAccountToken,1
WithUID,1
WithNodeCount,1
WithPVDataStore,3
WithHTTPPort,1
WithTLS,1
WithClientTLS,1
WithNodeTLS,1
WithImage,1
WithCockroachDBVersion,1
WithImageObject,1
WithMaxUnavailable,1
WithLabels,1
WithClusterAnnotations,1
WithClusterLogging,1
WithAnnotations,1
WithAffinity,1
WithIngress,1
WithResources,1
WithStatus,1
