I0402 14:41:09.358436       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 14:41:09.387410       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 14:41:09.707072       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 14:41:09.707104       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
W0402 14:41:09.716291       1 warnings.go:67] spec.template.spec.initContainers[0].env[1].name: duplicate name "ACTOKEY"
I0402 14:41:09.716840       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 14:41:09.777026       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 14:41:10.907269       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:10.910103       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:10.910148       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:10.965792       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 14:41:12.106225       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:12.109280       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:12.109326       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:12.168070       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 14:41:13.308408       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:13.310676       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:13.310899       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:14.504049       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:14.506081       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:14.506115       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:17.755445       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:17.757143       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:17.757171       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:45.790031       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:45.793899       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 14:41:45.838590       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 14:41:45.838645       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:41:45.971405       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:45.973922       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:41:45.974149       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:41:46.961486       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:46.963942       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:41:46.964170       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:41:47.782569       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:47.784897       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:41:47.785104       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:41:51.090285       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:41:51.092417       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:41:51.092618       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:42:07.215297       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:42:07.216900       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:42:07.217051       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:42:17.761252       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:42:17.763825       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:42:17.764088       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:42:39.312622       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:42:39.315217       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:42:39.315436       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:42:47.751269       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:42:47.753029       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:42:47.753206       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:43:17.755694       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:43:17.758107       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:43:17.758327       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:43:47.725656       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:43:47.727387       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:43:47.727545       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:44:17.758301       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:44:17.760986       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:44:17.761216       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:44:19.451233       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:44:19.453383       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:44:19.453588       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:44:47.749985       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:44:47.751705       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:44:47.751859       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:45:17.758540       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:45:17.761031       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:45:17.761272       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:45:47.748229       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:45:47.749702       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:45:47.749841       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:45:59.581879       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:45:59.583788       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:45:59.583979       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:46:17.750249       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:46:17.752016       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:46:17.752198       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:46:47.752969       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:46:47.754971       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:46:47.755186       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:47:17.742856       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:47:17.743947       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 14:47:17.744060       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 14:47:39.720158       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 14:47:39.721501       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
