I0402 12:48:41.559697       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 12:48:41.895034       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 12:48:41.895076       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:41.904019       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 12:48:41.945491       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 12:48:43.095187       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:48:43.095698       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:43.095713       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:43.135288       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 12:48:44.294639       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:48:44.295396       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:44.295421       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:44.338885       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 12:48:45.493837       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:48:45.494856       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:45.494888       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:46.694343       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:48:46.695580       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:48:46.695618       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:49:08.938140       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:08.939518       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:49:08.939563       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:49:17.573475       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:17.574435       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 12:49:17.602534       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 12:49:17.602593       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:17.731405       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:17.732186       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:17.732347       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:18.730278       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:18.731303       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:18.731516       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:22.858264       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:22.859353       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:22.859540       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:31.004848       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:31.005852       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:31.006041       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:38.953791       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:38.954361       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:38.954513       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:49:47.139290       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:49:47.140269       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:49:47.140475       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:50:08.944404       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:50:08.945321       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:50:08.945498       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:50:38.939858       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:50:38.940795       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:50:38.940977       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:50:51.287650       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:50:51.288512       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:50:51.288673       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:51:08.948410       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:51:08.949184       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:51:08.949356       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:51:38.949682       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:51:38.950341       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:51:38.950473       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:52:08.945256       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:52:08.946167       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:52:08.946365       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:52:31.413240       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:52:31.414246       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 12:52:31.414438       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 12:52:38.960669       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 12:52:38.961426       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
