I0402 15:54:17.016879       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 15:54:37.731789       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 15:54:37.731901       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 15:55:07.731830       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 15:55:07.731965       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 15:55:37.731924       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 15:55:37.731986       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 15:56:07.732085       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 15:56:07.732206       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
E0402 15:56:37.732353       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.additionalContainers[0].image: Required value: empty image
I0402 15:56:37.732451       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"7badf0a6-5c4a-4f2a-b0fa-9024939657b6", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3496", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.additionalContainers[0].image: Required value: empty image
