I0402 16:12:18.222002       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 16:12:18.566875       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 16:12:18.566922       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:18.577813       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 16:12:18.621498       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 16:12:19.767081       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:19.768621       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:19.768671       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:19.808115       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 16:12:20.965329       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:20.966917       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:20.966986       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:21.017100       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 16:12:22.164550       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:22.165185       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:22.165206       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:37.868255       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:37.868974       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:37.868997       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:49.834899       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:49.835885       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 16:12:49.858010       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 16:12:49.858065       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 16:12:50.192213       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:50.193268       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 16:12:50.193456       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
I0402 16:12:51.392771       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 16:12:51.394069       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
E0402 16:12:51.394295       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed tidbUpgrader.Upgrade: failed to get pods test-cluster-tidb-2 for cluster acto-namespace/test-cluster, error: pod "test-cluster-tidb-2" not found, requeuing
