I0402 11:29:28.339760       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:29:28.688286       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 11:29:28.688338       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:28.700004       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 11:29:28.740591       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:29:29.887086       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:29.888252       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:29.888287       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:29.937754       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:29:31.087100       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:31.088117       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:31.088149       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:31.133573       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:29:32.285407       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:32.286262       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:32.286294       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:33.485835       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:33.486833       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:33.486865       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:55.622623       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:55.623797       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:55.623832       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:59.693402       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:29:59.694164       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:29:59.713022       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
