I0402 06:52:59.968647       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:53:11.806414       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:53:11.806541       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:53:41.806414       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:53:41.806525       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:54:11.806576       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:54:11.806715       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:54:41.806908       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:54:41.807075       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:55:11.806947       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:55:11.807022       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:55:41.807220       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
I0402 06:55:41.807328       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"a32a58e3-f945-4bbf-8dda-70ab2fd3b873", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"2866", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
E0402 06:56:11.807437       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.spec.LoadBalancerSourceRanges: Invalid value: []string{"ACTOKEY"}: service.Spec.LoadBalancerSourceRanges is not valid. Expecting a list of IP ranges. For example, 10.0.0.0/24.
