I0402 09:38:17.040483       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:42:07.901896       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:42:37.902072       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:42:37.902242       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:43:07.902065       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:43:07.902153       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:43:37.902668       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:43:37.902946       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:44:07.903068       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:44:07.903176       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:44:37.903150       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:44:37.903255       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:45:07.903347       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:45:07.903427       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:45:37.903566       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:45:37.903678       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:46:07.903642       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:46:07.903733       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:46:37.903917       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:46:37.904070       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:47:07.904052       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:47:07.904182       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:47:37.904117       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:47:37.904199       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
E0402 09:48:07.904416       1 tidb_cluster_control.go:129] tidb cluster acto-namespace/test-cluster is not valid and must be fixed first, aggregated error: spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported
I0402 09:48:07.904566       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"00755217-faf5-4106-ab98-a75e02619a5b", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3481", FieldPath:""}): type: 'Warning' reason: 'FailedValidation' spec.tidb.env[0].valueFrom.fieldRef: Invalid value: "": fieldRef is not supported

