I0402 08:45:34.108096       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 08:45:34.108159       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00139ecb0 }], requeuing
I0402 08:45:34.462682       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3595", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000d056c0 }]
E0402 08:45:34.462941       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000d056c0 }], requeuing
E0402 08:45:35.660060       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0011cabe0 }], requeuing
I0402 08:45:35.660102       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3595", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0011cabe0 }]
E0402 08:45:39.773664       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000af1690 }], requeuing
I0402 08:45:39.773664       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3595", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000af1690 }]
E0402 08:45:47.875806       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000b58c20 }], requeuing
I0402 08:45:47.875803       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3595", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000b58c20 }]
I0402 08:45:55.045696       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"3595", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0018b1950 }]
E0402 08:45:55.045749       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0018b1950 }], requeuing
