I0402 08:34:27.449795       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 08:34:27.449850       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc001373530 }], requeuing
E0402 08:34:27.802825       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000afb470 }], requeuing
I0402 08:34:27.802902       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"1826", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc000afb470 }]
I0402 08:34:29.004381       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"1826", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00104b8a0 }]
E0402 08:34:29.004445       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00104b8a0 }], requeuing
I0402 08:34:33.118473       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"1826", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0018b0340 }]
E0402 08:34:33.118559       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc0018b0340 }], requeuing
E0402 08:34:41.228322       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00126f310 }], requeuing
I0402 08:34:41.228336       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"1826", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00126f310 }]
I0402 08:34:55.024012       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"bebe208a-1258-473e-8205-e26f58641060", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"1826", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[ACTOKEY:{ACTOKEY false ACTOKEY  0xc00133c7f0 }]
