I0402 11:07:04.225017       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 11:07:04.244959       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:04.387307       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 11:07:04.387353       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:04.397825       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 11:07:04.415963       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:05.587216       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:05.588381       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:05.588417       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:05.639728       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:06.788173       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:06.788753       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:06.788776       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:06.835967       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:07.987289       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:07.988049       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:07.988072       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:09.188840       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:09.189854       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:09.189890       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:31.647465       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:31.648362       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:31.648388       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:39.927120       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:39.928061       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:39.948182       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:39.948221       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:07:40.055335       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:40.056430       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:40.104644       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:40.104700       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:07:40.720101       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:40.720669       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:40.761721       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 11:07:40.761758       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:07:41.921615       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:41.922877       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:41.923112       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:07:43.122657       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:43.123900       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:43.124105       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:07:50.020579       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:07:50.021170       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:07:50.021287       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:08:01.658833       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:08:01.659659       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:08:01.659836       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:08:22.127427       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:08:22.128368       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:08:22.128552       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:08:31.652543       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:08:31.653302       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:08:31.653452       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:09:01.650994       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 11:09:01.651916       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 11:09:01.652091       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 11:09:31.653265       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
