I0402 08:22:37.195800       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 08:22:37.214969       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:22:37.363198       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 3
I0402 08:22:37.363235       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:37.375534       1 stateful_set_control.go:92] : [acto-namespace/test-cluster]'s StatefulSet: [acto-namespace/test-cluster-tidb] updated successfully
I0402 08:22:37.420926       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:22:38.564896       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:22:38.566086       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:38.566121       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:38.615986       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:22:39.762623       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:22:39.763905       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:39.763947       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:39.806179       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:22:40.964493       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:22:40.965578       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:40.965611       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:42.163802       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:22:42.164464       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:22:42.164493       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:04.505445       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:23:04.506607       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:04.506646       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:08.764871       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:23:08.765808       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:08.788328       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:23:08.788350       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 08:23:09.132202       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:23:09.132834       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:09.182276       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 08:23:09.182306       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
I0402 08:23:10.334299       1 tidb_failover.go:53] tidb failover is disabled for acto-namespace/test-cluster, skipped
I0402 08:23:10.335235       1 statefulset.go:164] set acto-namespace/test-cluster-tidb partition to 2
I0402 08:23:10.335417       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: tidbcluster: [acto-namespace/test-cluster]'s upgraded tidb pod: [test-cluster-tidb-2] is not ready, requeuing
