I0402 14:15:40.599796       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 14:15:40.599843       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
E0402 14:15:40.940802       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
I0402 14:15:40.940810       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0d0eae5d-52a3-4cc1-8720-64de20de6963", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5377", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }]
E0402 14:15:42.140852       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
I0402 14:15:42.140845       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0d0eae5d-52a3-4cc1-8720-64de20de6963", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5377", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }]
I0402 14:15:46.238977       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0d0eae5d-52a3-4cc1-8720-64de20de6963", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5377", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }]
E0402 14:15:46.239008       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
I0402 14:15:53.391804       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0d0eae5d-52a3-4cc1-8720-64de20de6963", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5377", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }]
E0402 14:15:53.391869       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
E0402 14:15:54.359404       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
I0402 14:15:54.359390       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"0d0eae5d-52a3-4cc1-8720-64de20de6963", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"5377", FieldPath:""}): type: 'Warning' reason: 'FailedUpdateTiDBSTS' contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }]
E0402 14:16:23.384264       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed contains volumeMounts that do not have matched volume: map[:{ false ACTOKEY  <nil> }], requeuing
